play_id,title,ExitVelocity,HitDistance,LaunchAngle,video
03c16183-2196-4017-b80c-63679ae4a42c,Gio Urshela homers (1) on a fly ball to left center field.,99.8,383.3315123,25,https://sporty-clips.mlb.com/OVpCMUFfWGw0TUFRPT1fQmdJQ1ZWSUZYZ0VBQ2xNTFVBQUFBUWRSQUFNTlV3SUFCRllEQndwVVZBY0VCQUFG.mp4
4e19aa48-95cb-4c6b-a4dd-a855baa0a4f6,Tyler O'Neill homers (15) on a fly ball to center field.,105.8,407.6447095,32,https://sporty-clips.mlb.com/VmdOMGFfWGw0TUFRPT1fQWxSUVhRVlZVZ29BQVZkUkJBQUFVZ0FFQUFBQkJ3VUFVMTBBQlZGVVVBTUVCRlJR.mp4
9b2dc799-2efd-4c33-8063-ec5236e1ecfb,J.P. Crawford homers (7) on a fly ball to center field.   Dylan Moore scores.,105,380.3298658,39,https://sporty-clips.mlb.com/eFoxb3pfWGw0TUFRPT1fRDFOVEFBY0RYd3NBQ2dkVUFnQUFVZ1ZWQUZrRlZWSUFWd1lBQWdBRFZBSUFVMVFF.mp4
85142670-6599-4809-9c2d-305d41423bfa,Andy Pages homers (8) on a fly ball to left center field.,93.3,382.4361595,34,https://sporty-clips.mlb.com/dzcwZ1FfWGw0TUFRPT1fRGdSUVVGWUNVUUlBRGxjTFh3QUFDUVpmQUZoV1VRVUFBVlVBVkFjRUJRRldVbFFI.mp4
a6b5ccb1-f0fc-4d37-b3dc-45013a0a601e,Kyle Schwarber homers (12) on a fly ball to right center field.,112.4,443.7924511,31,https://sporty-clips.mlb.com/NFhEQU9fWGw0TUFRPT1fVndjRFVRZFhCQU1BWGxKVUJRQUFWUVZSQUFNR0J3SUFCbEFGQVFCVUFWSlRBQU1E.mp4
5b431787-31c0-45ae-9c80-4cc69bd0318c,Gabriel Moreno homers (2) on a fly ball to left field.,106.8,387.9288618,24,https://sporty-clips.mlb.com/NjQxYjNfWGw0TUFRPT1fQTFOVlYxVURYZ1VBQzFOUlZnQUFCRmNEQUZoV1cxRUFCZ1pXQmdwWFZRTldBUW9G.mp4
ec302999-e761-4c1f-abfb-0553ea4bad1e,Spencer Steer homers (6) on a fly ball to left field.,94.9,361.9490674,29,https://sporty-clips.mlb.com/OVpCVlZfV0ZRVkV3dEdEUT09X1UxSlNWRllOWHdzQVhWVUVWd0FBVWdjQUFBQlhCUU1BQWxBQUExWlVCVkVFVkFNRA==.mp4
d6a09266-34eb-47d7-9363-d1f2418db1bb,Ezequiel Tovar homers (8) on a fly ball to center field.,102.9,409.775859,30,https://sporty-clips.mlb.com/bG55eHJfWGw0TUFRPT1fVWdjQVZGMEdVQVFBQzFaWEJBQUFCbEpSQUZnR1ZWSUFWbFJUQWdjRUNWY0hBVkFF.mp4
9a124882-a261-4304-b1b0-f0a10f613cd2,Nolan Arenado homers (6) on a fly ball to left field.,98.4,390.8413543,28,https://sporty-clips.mlb.com/YUs5QkRfWGw0TUFRPT1fRDFCUVZsQU1YZ0FBV1ZBRVZ3QUFBZ1pTQUFNRUFWRUFWRlZVQVFOVEJ3SldVMVpV.mp4
e1c9599c-5452-440e-ac67-416a71957239,Vinnie Pasquantino homers (6) on a fly ball to right center field.    Maikel Garcia scores.,106.1,416.6150507,33,https://sporty-clips.mlb.com/OVpCcUFfWGw0TUFRPT1fVXdBQ1hWRU5YMUVBRFZZSFZBQUFCUVlEQUFCV1ZWWUFCbFFEVVFRRUNBWlNBZ0Zm.mp4
c68a71a3-2307-4a43-8394-2020e296446e,Estevan Florial homers (1) on a fly ball to right field.,96.4,364.9177822,35,https://sporty-clips.mlb.com/UGpMNjBfWGw0TUFRPT1fVlFkWkJWTUZCd0VBQ2xFQ1VRQUFVQUpWQUZrR1dsVUFBRlVIQUZZSENBVlJCQVFE.mp4
b47fb5ce-8c43-4cf6-a602-d43a30eea498,Fernando Tatis Jr.  homers (11) on a fly ball to center field.,105.3,415.0631329,28,https://sporty-clips.mlb.com/TndlMEJfWGw0TUFRPT1fVkFWV0FnWUJCVmNBQUFFR1ZRQUFVbEJRQUFBRFUxTUFWbEVHVVFBRlZGWUVCQXRl.mp4
c1e46e99-813a-4454-bdce-ac62ab3a0a24,Jurickson Profar homers (9) on a fly ball to right field.,100.7,357.2606454,26,https://sporty-clips.mlb.com/TndlMEJfWGw0TUFRPT1fVlFBRVVGSlJYd3NBQUZNQkJ3QUFCUU5TQUFOUkFBUUFVd1lEQWxKWEFsSlZVUUJT.mp4
d5709841-c2c6-44dc-bede-19c9d679ba8b,Julio Rodríguez homers (6) on a fly ball to right center field.,109.3,414.7254317,28,https://sporty-clips.mlb.com/MzVCMXZfWGw0TUFRPT1fVWdSV1ZGME1VZ01BVzFCUlVBQUFCVklGQUFOUUJ3UUFBMXhXQ1ZjREJnb0hVUW9F.mp4
5751882c-3a85-4ece-a4e1-e1d5eff26886,Ian Happ homers (9) on a fly ball to center field.,104.7,442.0310507,28,https://sporty-clips.mlb.com/bkdSQUdfWGw0TUFRPT1fQXdaVVZWd01WRkVBQ3dNS1V3QUFWRlVEQUFBQkJsQUFWMVJSQlZaVFZ3RlRDQXBR.mp4
25ba026d-8475-403d-abe6-1b223ac25923,Ben Rortvedt hits a grand slam (1) to right field.   Randy Arozarena scores.    Richie Palacios scores.    Jose Siri scores.,102.7,358.7466872,42,https://sporty-clips.mlb.com/S3d2TXZfWGw0TUFRPT1fQkFRREJWUUdVRllBQUZZRlV3QUFBUVVDQUFCWEJsY0FBd2NIQWdCVVVnRlFDUUJW.mp4
e586944c-2f82-4d65-a1b5-c3207b13fbd5,Travis d'Arnaud homers (6) on a fly ball to center field.,106.1,427.316861,27,https://sporty-clips.mlb.com/S3d2TXZfWGw0TUFRPT1fVXdSWlVsMEFVbEVBQ2dRS1ZBQUFWUUJUQUFBRUFWUUFVVllIQUFSWEFBQURVbFpU.mp4
b390bc7c-c9d0-4e5f-983d-1dc9aac9f4b9,Andrew Vaughn homers (9) on a fly ball to right center field.    Tommy Pham scores.,101.8,378.3466655,33,https://sporty-clips.mlb.com/dk1BTDNfWGw0TUFRPT1fVkFKWVZBWlhVVkVBVzF0V1ZnQUFWQU1BQUZnTlVBVUFBd0ZXQ1ZKVVVnb0RCRkJm.mp4
f9da13db-9ddf-4262-85d4-5b6eb0c02c55,Pedro Pagés homers (2) on a fly ball to left center field.   Brandon Crawford scores.,93.6,0,36,https://sporty-clips.mlb.com/N1oza0FfV0ZRVkV3dEdEUT09X1VBZ0ZCVlVIQWxBQUFRWldBQUFBQXdCVUFGa0FCMVVBQndjRFZWRUZVZ05YVXdkVA==.mp4
d5e65f3d-92c2-495b-a974-896517cba9a4,Alec Bohm homers (7) on a fly ball to left center field.   Trea Turner scores.    Bryce Harper scores.,95.2,357.0250343,38,https://sporty-clips.mlb.com/UldyR1hfWGw0TUFRPT1fVWdRRVVsRlNWVllBQVZCUlZBQUFDQU1FQUFBTVZGVUFDbHdEQlFJQ1VsRUVDVk5T.mp4
6f994aa0-7794-423e-9a61-c53709297f92,Greg Jones homers (1) on a fly ball to right field.,109.7,418.8052723,27,https://sporty-clips.mlb.com/dk1BZ1dfWGw0TUFRPT1fQUZkWVhWQlZCd0lBRDFVTFVnQUFBd1VEQUZoVVZWQUFVVkFHQndNTUF3cFNWZ3RV.mp4
b4b436e2-3a06-4232-b8fc-9bfa944eeff0,Jordan Westburg homers (6) on a fly ball to right field.    Anthony Santander scores.,101.9,378,23,https://sporty-clips.mlb.com/MkJEOWRfWGw0TUFRPT1fVkFVRFVGY0NBd0FBQ3dNQ1VBQUFBd1ZVQUFNTkJRSUFDd2RUVVFvQkJWWUFWbFJX.mp4
6ff613f1-9112-428f-9c44-56a24e1ff08e,Brandon Nimmo homers (8) on a fly ball to right center field.    Francisco Lindor scores.,106.1,383.4417451,23,https://sporty-clips.mlb.com/WGc2V2tfWGw0TUFRPT1fQUZjSFVsVUhBQU1BQVZNRFZBQUFBdzRBQUZoV1YxVUFCMU5VQWdkUUFGVURBQW9E.mp4
6833b77d-cbf4-4a24-b774-4eb9a4c4099f,Ketel Marte homers (15) on a line drive to right center field.    Corbin Carroll scores.,106.2,413.8760359,20,https://sporty-clips.mlb.com/dk1OTjRfWGw0TUFRPT1fQUFsU1Z3WURVVllBV3dCVVVnQUFVQVJTQUFNQ1ZGVUFCZ0JYQ1ZJQlVnZFZDUXNB.mp4
710c7c52-7243-4b1c-9908-87d90b1c144f,Sean Murphy homers (2) on a fly ball to right center field.    Austin Riley scores.,106.8,407.3436766,25,https://sporty-clips.mlb.com/TndlUDZfWGw0TUFRPT1fQVFCUkIxTlhVd0FBRDFBR1ZRQUFVd2NGQUZnTVUxa0FDbEpSQ1FOWEFGQlVCQVlB.mp4
0dcbf6b2-3a51-40ba-99ed-44bcb60065f4,Giancarlo Stanton homers (18) on a line drive to center field.   Anthony Volpe scores.    Juan Soto scores.,113.6,439.6091899,20,https://sporty-clips.mlb.com/MDNEM1pfWGw0TUFRPT1fQmxVQ0JnSUNCQUFBQ3dNSFZ3QUFBVlFIQUZnTUJnVUFCbEZYVTFFREFRTlRCVlJT.mp4
1b990ffd-7e5f-4d68-9c78-e676bb89e94f,Josh Naylor homers (18) on a fly ball to right field.    José Ramírez scores.,102.7,396.9443989,30,https://sporty-clips.mlb.com/ZFpiV2JfWGw0TUFRPT1fQjFOWVhWUlNBRllBRHdjSEFBQUFWUUJlQUZoV1ZGa0FWMU1DQmxGWENRb0FDUVlB.mp4
b9f3a0fe-997a-4bf7-9b71-460b052bc39e,Rob Refsnyder homers (3) on a fly ball to left center field.   Jarren Duran scores.,102.8,400.9192384,35,https://sporty-clips.mlb.com/TVpSNFdfWGw0TUFRPT1fVkFnSFZ3VUVBRmNBQVZzRkJ3QUFVMUJSQUZoWFZGQUFCbE1GVWdNQUExRUdBd3NE.mp4
1039cb84-a05f-4db0-94de-6e0cdca1d7b6,Connor Wong homers (7) on a fly ball to left field.   Rafael Devers scores.,105,395.3522579,24,https://sporty-clips.mlb.com/TVpSNFdfWGw0TUFRPT1fQndGU1hRZFdYZ1lBV1ZJSEFBQUFWVlJXQUZnQkJ3UUFCQUFGVTFkV1VBSUJCMUJR.mp4
ee472f70-a8b1-44d8-8aea-bd47259bd18f,Yandy Díaz homers (6) on a fly ball to right field.,98.4,347.1900262,32,https://sporty-clips.mlb.com/T1FkZW9fWGw0TUFRPT1fVTFSVlUxWlNVUUlBV1ZwUVZ3QUFCVkplQUZsVUJnQUFVQUVCQndFQUNGRUJBUW9B.mp4
d32ee8a5-96e7-4a03-9ccc-a9b8c967fcc1,Josh Lowe homers (4) on a fly ball to right center field.,104.9,410.9923837,25,https://sporty-clips.mlb.com/UVd4UDZfWGw0TUFRPT1fVWdKVEFRRU1Cd2NBQVZSWFVRQUFVQVpWQUZoV0FBSUFVMXhYQ0ZBTUJ3UURVMUZY.mp4
f34fa8cd-43c8-4ee4-83bf-25d6a238d461,Willy Adames homers (13) on a fly ball to center field.   Christian Yelich scores.,106.9,411.0362751,25,https://sporty-clips.mlb.com/MzVEbjFfWGw0TUFRPT1fVUFKVkFnVU1CVllBREZGUlhnQUFWRk5TQUZrR0FRY0FBRkJSQmxJSEFnc0JCQVJY.mp4
060c09d8-04de-4840-a0a4-2a16b3d77470,Elly De La Cruz homers (12) on a fly ball to left field.,112.7,371.8578985,22,https://sporty-clips.mlb.com/R1pWWDlfWGw0TUFRPT1fQmdkUkIxUU5BZ29BQ0ZaV0F3QUFDUUpXQUFBRkFsVUFBQVFFQmxFR1ZRUlNCQVZX.mp4
b99b9720-976e-4d98-ae5b-69e9bb972bb3,Ozzie Albies homers (6) on a fly ball to left field.   Jarred Kelenic scores.,103.7,407.5763403,27,https://sporty-clips.mlb.com/OGdZZzdfV0ZRVkV3dEdEUT09X1ZBaFlCbDBEVkFJQUFWVUVBd0FBVlE5ZUFBQlFWZ01BQkZ4UUNWRlhDQVJYVWxCVg==.mp4
622d2f69-5879-4d5f-b013-0d17f7871c9f,Gunnar Henderson homers (23) on a fly ball to right field.,110.4,414.3901957,24,https://sporty-clips.mlb.com/QVlNZ3JfWGw0TUFRPT1fQUFOVEFGWlNVQXNBRFZvRlh3QUFWUU1BQUFNRlVsSUFBZ0VFQjFVQ0NRUlVVd3NB.mp4
5084192c-2f4d-4aef-a4dc-ae3dc14c88d2,Ezequiel Tovar homers (12) on a fly ball to left center field.,103.7,423.8266986,39,https://sporty-clips.mlb.com/bG55Z1dfWGw0TUFRPT1fQXdGWlVGVU5WRkVBQ2dRR0FnQUFVRk1BQUFBQkJ3SUFVd0FHVkZBRUJWQmRDRlpV.mp4
33cf3611-c544-4b27-916b-c86099e234d8,Trea Turner homers (3) on a fly ball to left center field.   Kyle Schwarber scores.,110.6,429.4369087,24,https://sporty-clips.mlb.com/cThMUmdfV0ZRVkV3dEdEUT09X0JRSUNBbGNDVndNQVcxY0dVZ0FBVXdSUkFGZ0VWUU1BVVYwREFBb01WQUZXQkZaZQ==.mp4
ebe5f73d-161a-47b3-8acb-744a7cf81da9,Freddy Fermin homers (4) on a fly ball to left field.,103.6,391.4659119,25,https://sporty-clips.mlb.com/MzVEcWpfWGw0TUFRPT1fVTFNRVVRSURWVllBQ1ZRREJ3QUFCbFJWQUZsVUFBTUFCVkVCVVFSV1Z3dFVWRk5m.mp4
02903a0b-a07b-4ce0-9697-717568b1d753,Nick Gordon homers (7) on a fly ball to right field.    Jesús Sánchez scores.    Jake Burger scores.,97.7,366.2468748,30,https://sporty-clips.mlb.com/NFhEUU5fWGw0TUFRPT1fQmdOWVZGZFZWbEFBV1ZJRkJBQUFVbE5XQUZnRFdsWUFCVlFDQlFVTlV3SUJCd2RW.mp4
9b908425-52c0-437e-8fd6-40846ba3d592,Jordan Westburg homers (13) on a fly ball to left center field.,96.1,366.2981861,28,https://sporty-clips.mlb.com/OGdZZDJfWGw0TUFRPT1fRDFOWVZGd0FWQWNBRFZCUlZnQUFBZ0VEQUZsVEIxY0FCbFVOQkFWWFVBQUJCUXRV.mp4
7a43c052-4241-44da-b0d2-c54e5484c1e9,Jose Altuve homers (12) on a fly ball to center field.,107.9,426.5332348,29,https://sporty-clips.mlb.com/OGdZZDJfWGw0TUFRPT1fQVZCVlZ3Y0VVd0FBREZBR1Z3QUFCVklIQUFNRkIxTUFVVkFCVlFZQkNRY0dBVmRm.mp4
969984d0-dbf2-4091-acc4-5a917a230524,Michael Toglia homers (7) on a fly ball to right field.,110.9,461.7945936,28,https://sporty-clips.mlb.com/RFhQMG5fWGw0TUFRPT1fRHdkWVhWd0FBZ0lBWEFCVVZBQUFBUTlYQUFCV0FGVUFCd1FNQVFSVUF3QlZCUUJT.mp4
8320c3b9-6cc9-4f89-b268-2ee153e8eb07,Korey Lee homers (7) on a fly ball to left field.,107.5,409.5360171,26,https://sporty-clips.mlb.com/V3kxTFlfWGw0TUFRPT1fRGdKVFZBY0hCQXNBRGdGUlh3QUFWdzVmQUFNSFZWa0FBQUJRQVFZR1ZBc0FVZ0pS.mp4
cbeb1ed3-a884-4be4-aa8b-987e78824e56,Manuel Margot homers (2) on a fly ball to left center field.   Willi Castro scores.    Kyle Farmer scores.,106.4,419.1667278,24,https://sporty-clips.mlb.com/MVlEV1ZfWGw0TUFRPT1fVlZNRUJsVlJBZ0VBV1ZvS1VnQUFVMU5TQUFCVVd3TUFDMTBDVlFRTkNRRlJWUWRR.mp4
b54ef576-eb9f-450a-ae8e-9adfa5d2d669,Ha-Seong Kim homers (10) on a fly ball to left center field.,97.5,373.8927257,24,https://sporty-clips.mlb.com/WVFZWGdfV0ZRVkV3dEdEUT09X1ZBUlZBUUlCVVFRQVhRQUxBQUFBQkFZSEFBQlFXd1FBQ3dSUlZsSUFWUUVCQmdSZg==.mp4
612432e5-ad4f-4964-a951-60bf2d797338,Shohei Ohtani homers (23) on a fly ball to right center field.    Cavan Biggio scores.,115.5,459.4223726,24,https://sporty-clips.mlb.com/MDNEYjdfWGw0TUFRPT1fQUFCVFVGY0dBd2NBV1FZR0FBQUFDQUJTQUFBTVZsQUFCRlZYVmdGUkJncFNBd0Zl.mp4
8ab31605-289d-4f2e-be8a-f1646b2b577a,Austin Riley homers (8) on a fly ball to center field.,104.3,421.3329988,26,https://sporty-clips.mlb.com/WmU5TDhfWGw0TUFRPT1fRGxBRFYxVUNWZ2NBQ2xvTEFnQUFWd1FEQUFOUVd3QUFWRlFEQkFWWEExRlFCd1VI.mp4
ca6d4338-3542-4244-b1a1-abf7138088b2,Brent Rooker homers (2) on a fly ball to left field.   Zack Gelof scores.,107.3,409,27,https://sporty-clips.mlb.com/OVpCTGdfWGw0TUFRPT1fVlZCWEFGQUhWUW9BQzFjR1ZBQUFBd0pTQUFNRUFsQUFVd2RUQndJR0NRTmRDRkJV.mp4
ac9f0fac-9870-4536-af5f-0cabe3e3e6e6,Thairo Estrada homers (3) on a fly ball to left field.   Matt Chapman scores.,104.9,402.9316588,27,https://sporty-clips.mlb.com/OVpLZ2pfWGw0TUFRPT1fVjFKWUFsUlNCMUVBQVZvRlZnQUFCQVZRQUFCVFZnY0FBZ1pVVWxZR1ZBQUFCbGRR.mp4
eb777588-5db4-4558-a56c-3b8e53467a21,Oneil Cruz homers (3) on a fly ball to left field.   Alika Williams scores.,108.1,369,27,https://sporty-clips.mlb.com/TndlOXpfWGw0TUFRPT1fVTFOV1UxTUJYZ29BRFFaUVVnQUFCQU5lQUFBQVZRSUFBUWNOVlFZR0JRVlNVUUJY.mp4
6fc890e3-d1c5-4393-ba64-e358b16859ea,Kyle Schwarber homers (3) on a fly ball to center field.,104.4,424.2502828,27,https://sporty-clips.mlb.com/TndlOXpfWGw0TUFRPT1fQUZjQ1hGMEVBd0VBWEZOUlV3QUFBZzlWQUFOVVZWVUFWMVlBQ0ZFRUJ3dFFDVmNI.mp4
f7ebf96f-b549-4af2-bedc-9469c8ba8c9b,Adley Rutschman homers (1) on a fly ball to center field.,104.7,413.5182886,31,https://sporty-clips.mlb.com/OVpCZ3lfWGw0TUFRPT1fVUFZRUJnSU5VRlFBV2xjR1h3QUFVRkJVQUFOUUJ3SUFDMUVEQ1ZBTlUxSmRVd3NF.mp4
7f4b1d57-2831-4c58-87dc-34cc07dbad15,Salvador Perez homers (3) on a fly ball to left center field.,108.4,432.8145437,24,https://sporty-clips.mlb.com/anEyMVFfWGw0TUFRPT1fQVZkVkJsVlFVd1VBQ2xvQlZ3QUFVZ05lQUZrQ0J3SUFBVkZXVXdNQ1ZWRUVWQU5U.mp4
8edf06e3-158a-4e4e-9651-ffb7182673b1,Matt Wallner homers (1) on a fly ball to right field.    Ryan Jeffers scores.    Manuel Margot scores.,103,390.648885,29,https://sporty-clips.mlb.com/MzVEUTZfWGw0TUFRPT1fRGxRRkFsUUNBd0VBQ1ZjS0J3QUFWQUlEQUZnRFZsQUFWQU5YQndJTkF3VlNBMUJY.mp4
270d2816-4656-4b72-915d-5ff4f3d39d22,Esteury Ruiz homers (2) on a fly ball to left center field.   Max Schuemann scores.,109.8,411.6388981,21,https://sporty-clips.mlb.com/eFoxUERfWGw0TUFRPT1fQkFaUkFGWU1Wd1FBREZRSFVBQUFVd0ZVQUZnRVZnVUFCd05UQkZVR1ZRQmNWQUJV.mp4
a5a9420d-0b28-4f72-bc50-0d75b898acff,Bryan De La Cruz homers (3) on a fly ball to right field.,103.7,362.6376275,29,https://sporty-clips.mlb.com/MDNES05fWGw0TUFRPT1fVndRQVhWQUdWbFlBQ0FBQVhnQUFWd0ZVQUFOV1ZsRUFBZ0VDQlZFTkNBc0VVMVFB.mp4
a92f57ea-2359-41cd-88c1-f2f1b29ebb9c,Ryan Noda homers (1) on a fly ball to right center field.,97.2,366.9197985,34,https://sporty-clips.mlb.com/NFhES1FfWGw0TUFRPT1fVndoVEFsRURBMU1BQ2xFSFh3QUFBRlVDQUZrTkFGQUFWRmRUQVZFSENGWUhVZ3NG.mp4
5ba4f9c3-1f85-4578-a391-0ea78bd349f5,Harold Ramírez homers (1) on a fly ball to left center field.   Yandy Díaz scores.,100.4,391.7814388,30,https://sporty-clips.mlb.com/TndnYk9fWGw0TUFRPT1fQTFNQVVBSU5CUUVBQ1FRS1V3QUFCQUZlQUFBR1dsQUFBZ0JVQnd0WFZRQlJDVlJU.mp4
98868b88-0e2a-4c55-a6e7-bd7519e58ff8,Michael Toglia homers (4) on a fly ball to right center field.,103.7,388.9836332,40,https://sporty-clips.mlb.com/S3d2bE5fWGw0TUFRPT1fRHdsWlVseFdYZ29BQ0FjQUJ3QUFVZ05UQUFBREJsWUFVQUVDQlFJTVZBWmRWbFJl.mp4
95384064-3138-47b4-9de2-58a1064537ca,Jeimer Candelario homers (2) on a fly ball to center field.,105.3,415.0653122,28,https://sporty-clips.mlb.com/ZW55SzNfWGw0TUFRPT1fRHdSU1hGQUVVQVlBQzFNQlhnQUFCbFJTQUZoUkJsTUFCMTFVQVFNREJRWldCMUVI.mp4
266ff883-c7f3-4233-b8b0-ae9dadb62619,Gunnar Henderson homers (4) on a fly ball to right center field.,108,410.9334587,30,https://sporty-clips.mlb.com/S3d2OVJfWGw0TUFRPT1fQkFkWEFnSU1YZ0VBVzFWVVZRQUFBd1ZWQUFNTkFWRUFVd0FNVkZKUlV3VlhCZ05m.mp4
5e5d5fcd-ecee-456e-8e6d-132bf4da9b10,Luis García Jr.  homers (1) on a fly ball to left center field.   Jesse Winker scores.    Joey Gallo scores.,103.9,376.0775299,30,https://sporty-clips.mlb.com/UGpMbGRfWGw0TUFRPT1fQTFSVUFGRlNCVllBWFFGWEF3QUFCQUFEQUZsUVZRVUFBMVlIVWxVQlZWSmNVZ05X.mp4
73e72e16-a1ff-4498-9848-2130a659a545,Michael Busch homers (6) on a fly ball to center field.,105.5,418.6648448,29,https://sporty-clips.mlb.com/YmtNUTlfWGw0TUFRPT1fQVFJRVUxWlJWd1FBV1ZOVUFBQUFCUTllQUZnTlYxa0FBRlFHQUZJREJBb0VCUVpU.mp4
420ba2d5-3307-4717-aec4-29be39b17186,Bryce Harper homers (4) on a fly ball to right field.    Johan Rojas scores.,104,380.9836839,24,https://sporty-clips.mlb.com/WGczMjlfWGw0TUFRPT1fQWdOUkJnVUdBZ2NBQzFFQ1VRQUFCZ2RSQUFCUUFGVUFBRnhYVlFBTVV3SlNBUXBR.mp4
0a3dd145-1269-48b8-9a10-83afab8323ee,Enrique Hernández homers (1) on a fly ball to center field.,106,430.5028818,27,https://sporty-clips.mlb.com/YmtNNjlfWGw0TUFRPT1fQmxCU0FBQUZVZ2NBQ1ZBRVh3QUFDVlJlQUZoVVVsRUFDbFpVVmxKWENRQlhBMWNE.mp4
e79a8891-dd15-432b-971c-e27e596262f6,Yordan Alvarez homers (5) on a fly ball to left center field.,97.6,346.9040401,30,https://sporty-clips.mlb.com/MzVEZDZfWGw0TUFRPT1fVXdaWUJWd01Yd01BWEFZRFV3QUFBZ1FFQUZnQ1VnSUFWMWNDVlFZTUJ3RlRBbFJR.mp4
0be53888-0c96-4349-93b4-14887753680c,Salvador Perez homers (5) on a fly ball to center field.   Bobby Witt Jr.  scores.,105.2,431,27,https://sporty-clips.mlb.com/NFhENXhfWGw0TUFRPT1fQmxNRVVWY01YZ29BQ0FFTFVBQUFBZ0pmQUZnR0FWVUFBMUVOQ0FRQ0JBQlRDQUlG.mp4
56b71192-cb4b-4aef-84e6-481a4f91d95e,Cody Bellinger homers (5) on a fly ball to right field.    Ian Happ scores.,109.2,428,27,https://sporty-clips.mlb.com/MVlEazNfWGw0TUFRPT1fQXdjRFUxVUZYd0FBV3dBR0JBQUFVRk1BQUZrQkJsY0FCbDBFVVFkVENBSUJDUWNE.mp4
585623af-4b48-438a-92af-fc36389a122c,Andrew McCutchen homers (3) on a line drive to left field.,105.1,357.6675615,23,https://sporty-clips.mlb.com/WmVCd09fWGw0TUFRPT1fQXdsVVVsWUhCMVFBREFBR1hnQUFBZzRIQUZnSEFnY0FWQVlHQmdBTkNGSlVBZ0FG.mp4
